countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10
DOM,Dominican Republic,LAC,3,2004,2004,,FALSE,TRUE,20.74102992,1.9,305.668017636579,0.0847,0.0266,0.01266,0.03593,0.5206,182.1,0.4885,,8.97,0.01398,0.02486,0.03421,0.04343,0.05401,0.06648,0.08354,0.1081,0.1543,0.417
DOM,Dominican Republic,LAC,3,2005,2005,,FALSE,TRUE,20.74102992,1.9,352.891234590387,0.05637,0.01661,0.007493,0.02187,0.4997,219.4,0.4454,,9.1,0.01486,0.02617,0.03561,0.04562,0.0564,0.06932,0.08711,0.1122,0.1632,0.3895
DOM,Dominican Republic,LAC,3,2006,2006,,FALSE,TRUE,20.74102992,1.9,402.292547504987,0.04339,0.01225,0.005399,0.01612,0.5196,239.4,0.4804,,9.22,0.01437,0.02506,0.03371,0.04292,0.05303,0.06709,0.08413,0.1097,0.1581,0.4119
DOM,Dominican Republic,LAC,3,2007,2007,,FALSE,TRUE,20.74102992,1.9,368.194712150328,0.04348,0.01232,0.005871,0.0165,0.4886,235.4,0.4242,,9.34,0.01586,0.02787,0.03722,0.04723,0.05845,0.07087,0.08702,0.1114,0.1581,0.386
DOM,Dominican Republic,LAC,3,2008,2008,,FALSE,TRUE,20.74102992,1.9,355.295996648846,0.03681,0.009779,0.004189,0.01227,0.4811,228.7,0.4038,,9.46,0.01727,0.02854,0.03782,0.04767,0.05857,0.07135,0.08851,0.1139,0.1584,0.3779
DOM,Dominican Republic,LAC,3,2009,2009,,FALSE,TRUE,20.74102992,1.9,383.957844619063,0.03139,0.008113,0.00324,0.01064,0.4888,243.6,0.4139,,9.58,0.0169,0.0279,0.03707,0.04698,0.05746,0.07017,0.08677,0.111,0.1585,0.3872
DOM,Dominican Republic,LAC,3,2010,2010,,FALSE,TRUE,20.74102992,1.9,378.510074804102,0.0249,0.005908,0.002411,0.007551,0.4733,248.5,0.3864,,9.7,0.01799,0.02844,0.03791,0.0471,0.05825,0.07305,0.09165,0.1164,0.1638,0.3654
DOM,Dominican Republic,LAC,3,2011,2011,,FALSE,TRUE,20.74102992,1.9,383.136612943574,0.02893,0.007396,0.003174,0.01016,0.4771,246.1,0.3929,,9.81,0.01767,0.02975,0.03825,0.04737,0.05802,0.07119,0.08991,0.1158,0.1571,0.375
DOM,Dominican Republic,LAC,3,2012,2012,,FALSE,TRUE,20.74102992,1.9,366.332081179764,0.02599,0.006991,0.002913,0.009606,0.4613,243.1,0.366,,9.93,0.0185,0.03063,0.04014,0.05019,0.06055,0.07449,0.09063,0.1149,0.1594,0.3605
DOM,Dominican Republic,LAC,3,2013,2013,,FALSE,TRUE,20.74102992,1.9,386.967143860725,0.02165,0.005348,0.002011,0.006917,0.4766,249.4,0.3881,,10.05,0.01863,0.02965,0.03871,0.04808,0.05868,0.07122,0.08762,0.111,0.1572,0.3792
DOM,Dominican Republic,LAC,3,2014,2014,,FALSE,TRUE,20.74102992,1.9,401.173722294616,0.02079,0.005315,0.002135,0.006845,0.4428,276.3,0.3387,,10.17,0.01899,0.03152,0.04151,0.0516,0.0628,0.07627,0.09438,0.1209,0.1682,0.3338
DOM,Dominican Republic,LAC,3,2015,2015,,FALSE,TRUE,20.74102992,1.9,440.42369661523003,0.01781,0.004501,0.001919,0.006548,0.4518,301.3,0.3541,,10.28,0.01867,0.0314,0.0411,0.0514,0.06232,0.0752,0.09278,0.1166,0.162,0.3485
DOM,Dominican Republic,LAC,3,2016,2016,,FALSE,TRUE,20.74102992,1.9,471.819616145045,0.01636,0.004535,0.00247,0.006284,0.4572,322.6,0.3658,,10.4,0.01814,0.03043,0.04024,0.05026,0.06195,0.07588,0.09186,0.1158,0.1618,0.3536
DOM,Dominican Republic,LAC,3,2017,2017,,FALSE,TRUE,20.74102992,1.9,446.430576772008,0.00692,0.002891,0.00205,0.002962,0.422,317.8,0.3109,,10.51,0.02274,0.03643,0.04598,0.05571,0.06608,0.0775,0.092,0.1143,0.1542,0.335
DOM,Dominican Republic,LAC,3,2018,2018,,FALSE,TRUE,20.74102992,1.9,490.04587124566,0.00435,0.001467,7.033e-4,0.001537,0.4369,338.7,0.3278,,10.63,0.02267,0.0353,0.0446,0.05345,0.0634,0.07566,0.09107,0.1128,0.1495,0.3515
ECU,Ecuador,LAC,3,1994,1994,,FALSE,TRUE,0.547234451,1.9,222.936317281043,0.1732,0.07703,0.04911,0.1255,0.5337,133.7,0.5885,,11.21,0.008901,0.0234,0.03362,0.04379,0.054,0.06616,0.08302,0.1077,0.1547,0.4247
ECU,Ecuador,LAC,3,1999,1999,,FALSE,TRUE,0.547234451,1.9,228.54894397627,0.2184,0.0978,0.06077,0.1697,0.586,120.9,0.679,,12.44,0.007398,0.01854,0.02817,0.03713,0.04768,0.05963,0.07598,0.1008,0.1461,0.4785
ECU,Ecuador,LAC,3,2000,2000,,FALSE,TRUE,0.547234451,1.9,175.902314442922,0.2815,0.1166,0.06841,0.167,0.5638,97.43,0.5982,,12.68,0.009365,0.02105,0.03001,0.03952,0.04997,0.06223,0.07818,0.1026,0.1479,0.4592
ECU,Ecuador,LAC,3,2003,2003,,FALSE,TRUE,0.547234451,1.9,262.664342777754,0.1448,0.05623,0.03166,0.08535,0.5336,154.6,0.5304,,13.37,0.01065,0.02246,0.03199,0.0416,0.05257,0.06636,0.08463,0.1103,0.1605,0.419
ECU,Ecuador,LAC,3,2004,2004,,FALSE,TRUE,0.547234451,1.9,257.749089546881,0.1502,0.06231,0.03819,0.08216,0.5393,150.7,0.5561,,13.6,0.009752,0.02229,0.03182,0.04122,0.05217,0.0655,0.08417,0.1098,0.1589,0.4243
ECU,Ecuador,LAC,3,2005,2005,,FALSE,TRUE,0.547234451,1.9,305.238604773324,0.1192,0.0454,0.0254,0.07021,0.5309,180.6,0.5278,,13.83,0.01051,0.02189,0.03176,0.04202,0.05309,0.06697,0.08545,0.1131,0.1635,0.4117
ECU,Ecuador,LAC,3,2006,2006,,FALSE,TRUE,0.547234451,1.9,336.57227465606,0.08084,0.02799,0.01459,0.04076,0.5219,202.4,0.4977,,14.06,0.01257,0.02434,0.03363,0.04302,0.05399,0.06701,0.08533,0.1109,0.1584,0.4108
ECU,Ecuador,LAC,3,2007,2007,,FALSE,TRUE,0.547234451,1.9,354.754616985405,0.08455,0.03149,0.01761,0.04751,0.533,205.9,0.5256,,14.3,0.01132,0.02342,0.03262,0.04172,0.0523,0.06517,0.08295,0.1107,0.16,0.4198
ECU,Ecuador,LAC,3,2008,2008,,FALSE,TRUE,0.547234451,1.9,339.187855305512,0.07456,0.02864,0.01631,0.04442,0.4973,215.9,0.4566,,14.54,0.01262,0.02564,0.03546,0.04589,0.05772,0.07124,0.08927,0.1164,0.1651,0.3807
ECU,Ecuador,LAC,3,2009,2009,,FALSE,TRUE,0.547234451,1.9,326.864937352809,0.07177,0.02549,0.01376,0.03443,0.4845,212.6,0.4284,,14.77,0.01375,0.02738,0.03736,0.04769,0.0588,0.07232,0.09024,0.1178,0.164,0.3707
ECU,Ecuador,LAC,3,2010,2010,,FALSE,TRUE,0.547234451,1.9,361.864781992019,0.05616,0.01905,0.01006,0.02585,0.4873,233.3,0.4291,,15.01,0.01429,0.02728,0.03711,0.04704,0.05828,0.07193,0.08936,0.116,0.1639,0.3748
ECU,Ecuador,LAC,3,2011,2011,,FALSE,TRUE,0.547234451,1.9,373.013296165725,0.04669,0.01752,0.01026,0.0261,0.4588,256.4,0.3868,,15.24,0.014880000000000001,0.0293,0.0397,0.04988,0.06205,0.07695,0.09472,0.1224,0.169,0.3412
ECU,Ecuador,LAC,3,2012,2012,,FALSE,TRUE,0.547234451,1.9,397.426367785041,0.04463,0.01534,0.008078,0.02073,0.4611,277.2,0.3885,,15.47,0.01466,0.02867,0.03921,0.05041,0.06299,0.07716,0.09472,0.1208,0.1652,0.3461
ECU,Ecuador,LAC,3,2013,2013,,FALSE,TRUE,0.547234451,1.9,411.270205722697,0.03241,0.01032,0.005223,0.0131,0.4686,275.3,0.3902,,15.71,0.01621,0.02913,0.03871,0.04867,0.06038,0.07442,0.0919,0.1186,0.1652,0.3568
ECU,Ecuador,LAC,3,2014,2014,,FALSE,TRUE,0.547234451,1.9,415.903365774049,0.02634,0.008223,0.004201,0.01006,0.4499,289.5,0.3589,,15.95,0.01734,0.0308,0.04148,0.05188,0.06338,0.07669,0.09428,0.1182,0.162,0.344
ECU,Ecuador,LAC,3,2015,2015,,FALSE,TRUE,0.547234451,1.9,418.826522629851,0.0344,0.01231,0.006689,0.0159,0.4595,286.8,0.3816,,16.21,0.01568,0.02996,0.04032,0.05061,0.06184,0.0761,0.09361,0.1192,0.1636,0.349
ECU,Ecuador,LAC,3,2016,2016,,FALSE,TRUE,0.547234451,1.9,410.181420196508,0.03575,0.01248,0.006552,0.01606,0.4502,288.3,0.3668,,16.49,0.01593,0.03098,0.04174,0.0521,0.0636,0.07741,0.09445,0.1191,0.162,0.3427
ECU,Ecuador,LAC,3,2017,2017,,FALSE,TRUE,0.547234451,1.9,421.902904038173,0.03213,0.01055,0.00548,0.01448,0.4467,300.4,0.3592,,16.79,0.01644,0.03103,0.04147,0.05211,0.06452,0.07812,0.09487,0.12,0.1634,0.338
ECU,Ecuador,LAC,3,2018,2018,,FALSE,TRUE,0.547234451,1.9,420.924513456745,0.03311,0.01012,0.005079,0.01263,0.4544,294.1,0.37,,17.08,0.01599,0.02994,0.04065,0.05143,0.06338,0.07702,0.09371,0.1183,0.1654,0.3442
EGY,"Egypt, Arab Republic of",MNA,3,1990,1990.5,,FALSE,FALSE,2.777,1.9,139.938712254803,0.07364,0.01062,0.002586,0.01232,0.32,113.5,0.1693,0.2554,56.13,0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
EGY,"Egypt, Arab Republic of",MNA,3,1995,1995.75,,FALSE,FALSE,2.777,1.9,135.486999940448,0.0456,0.006152,0.001573,0.007054,0.3013,110.8,0.1546,0.2296,63.6,0.04184,0.05322,0.06116,0.06895,0.07727,0.08672,0.0982,0.1136,0.1386,0.2604
EGY,"Egypt, Arab Republic of",MNA,3,1999,1999.75,,FALSE,FALSE,2.777,1.9,168.195237871094,0.01963,0.00337,0.001189,0.004039,0.3276,132.7,0.185,0.241,68.83,0.03884,0.05064,0.05854,0.06622,0.07443,0.08383,0.09537,0.1111,0.1376,0.2834
EGY,"Egypt, Arab Republic of",MNA,3,2004,2004.49,,FALSE,TRUE,2.777,1.9,148.142816140674,0.04373,0.006348,0.00152,0.007329,0.3185,118.5,0.1667,,74.17,0.03871,0.051090000000000003,0.05968,0.06761,0.07575,0.08497,0.0964,0.1118,0.1396,0.2744
EGY,"Egypt, Arab Republic of",MNA,3,2008,2008.24,,FALSE,TRUE,2.777,1.9,149.026571020631,0.03931,0.006042,0.001503,0.007018,0.311,120.6,0.1608,,79.64,0.03921,0.05253,0.06105,0.06873,0.07669,0.08545,0.09653,0.1119,0.138,0.2699
EGY,"Egypt, Arab Republic of",MNA,3,2010,2010.49,,FALSE,TRUE,2.777,1.9,165.404704770415,0.01733,0.002082,4.782e-4,0.002389,0.3019,135,0.1497,,82.76,0.04068,0.05326,0.06176,0.06935,0.07735,0.08624,0.09746,0.113,0.1401,0.2608
EGY,"Egypt, Arab Republic of",MNA,3,2012,2012.49,,FALSE,TRUE,2.777,1.9,169.043617860256,0.0129,0.001674,3.604e-4,0.0019,0.2829,141.2,0.1314,,86.42,0.04267,0.05583,0.0644,0.07165,0.07921,0.08801,0.09888,0.1136,0.1383,0.2475
EGY,"Egypt, Arab Republic of",MNA,3,2015,2015,,FALSE,TRUE,2.777,1.9,183.119818793392,0.01349,0.001621,3.602e-4,0.0018600000000000001,0.3182,146.7,0.1698,,92.44,0.0392,0.05203,0.06014,0.067780000000000007,0.07572,0.08467,0.09528,0.1103,0.1371,0.2778
EGY,"Egypt, Arab Republic of",MNA,3,2017,2017.75,,FALSE,TRUE,2.777,1.9,159.172945457897,0.03207,0.005455,0.001458,0.006429,0.3153,128,0.1642,,98.42,0.03814,0.05164,0.06026,0.06789,0.07611,0.08541,0.09716,0.1133,0.1409,0.2692
SLV,El Salvador,LAC,3,1989,1989,,FALSE,FALSE,0.530773513,1.9,223.297006192497,0.1798,0.1085,0.101,0.0707,,,,,5.2,,,,,,,,,,
SLV,El Salvador,LAC,3,1991,1991,,FALSE,TRUE,0.530773513,1.9,217.574525149286,0.2062,0.1032,0.07305,0.1328,0.5395,133.1,0.6544,,5.34,0.005561,0.02017,0.03139,0.04285,0.05464,0.06877,0.08684,0.1139,0.162,0.4139
SLV,El Salvador,LAC,3,1995,1995,,FALSE,TRUE,0.530773513,1.9,250.745188097333,0.1247,0.05362,0.03329,0.07966,0.4988,164.7,0.4856,,5.63,0.01109,0.02614,0.0366,0.04716,0.05886,0.07236,0.08925,0.113,0.1574,0.3881
SLV,El Salvador,LAC,3,1996,1996,,FALSE,TRUE,0.530773513,1.9,249.992576252089,0.1409,0.05845,0.03479,0.08987,0.5098,159.8,0.502,,5.69,0.01065,0.02395,0.03507,0.04559,0.05711,0.07052,0.0878,0.1144,0.1613,0.3936
SLV,El Salvador,LAC,3,1998,1998,,FALSE,TRUE,0.530773513,1.9,253.80239030693,0.2001,0.1116,0.08214,0.1719,0.5452,159.2,0.7119,,5.8,0.003781,0.01635,0.02895,0.0415,0.05513,0.07104,0.09009,0.1183,0.1696,0.4053
SLV,El Salvador,LAC,3,1999,1999,,FALSE,TRUE,0.530773513,1.9,264.986498932688,0.1626,0.08894,0.06614,0.1328,0.522,168,0.6427,,5.84,0.005062,0.02004,0.03242,0.04426,0.05664,0.07223,0.09242,0.1201,0.1703,0.3865
SLV,El Salvador,LAC,3,2000,2000,,FALSE,TRUE,0.530773513,1.9,299.975657840971,0.1223,0.05069,0.02982,0.08062,0.5147,189.4,0.5123,,5.89,0.00976,0.02237,0.03345,0.04449,0.05649,0.07063,0.08886,0.1164,0.1678,0.3898
SLV,El Salvador,LAC,3,2001,2001,,FALSE,TRUE,0.530773513,1.9,287.134168122051,0.1346,0.05974,0.0369,0.09565,0.5137,181.8,0.526,,5.93,0.008846,0.022,0.0331,0.04442,0.05689,0.07146,0.09053,0.1182,0.1685,0.386
SLV,El Salvador,LAC,3,2002,2002,,FALSE,TRUE,0.530773513,1.9,289.621533908145,0.1395,0.06164,0.03797,0.0989,0.5187,181.9,0.537,,5.96,0.00851,0.02141,0.03279,0.0436,0.05596,0.07135,0.09102,0.1184,0.1687,0.3883
SLV,El Salvador,LAC,3,2003,2003,,FALSE,TRUE,0.530773513,1.9,267.858631201621,0.1479,0.07661,0.05415,0.1428,0.5043,178,0.5555,,5.99,0.006646,0.02169,0.0344,0.04677,0.05945,0.07454,0.09423,0.1213,0.1692,0.3718
SLV,El Salvador,LAC,3,2004,2004,,FALSE,TRUE,0.530773513,1.9,275.668045550372,0.1089,0.04852,0.03055,0.07427,0.4782,184.1,0.4435,,6.02,0.01086,0.02642,0.03834,0.04925,0.06076,0.0752,0.09456,0.1214,0.1669,0.3564
SLV,El Salvador,LAC,3,2005,2005,,FALSE,TRUE,0.530773513,1.9,280.451396668156,0.1039,0.04019,0.02325,0.06166,0.4849,186.1,0.441,,6.05,0.01233,0.02609,0.03745,0.04845,0.05977,0.07363,0.092,0.1179,0.1645,0.3678
SLV,El Salvador,LAC,3,2006,2006,,FALSE,TRUE,0.530773513,1.9,279.650517757318,0.06894,0.01965,0.008941,0.02704,0.4569,191.7,0.3679,,6.08,0.01725,0.03056,0.04119,0.05179,0.06298,0.07536,0.0926,0.115,0.1577,0.3556
SLV,El Salvador,LAC,3,2007,2007,,FALSE,TRUE,0.530773513,1.9,299.268955772691,0.04533,0.01101,0.004267,0.01443,0.4522,203.2,0.352,,6.11,0.01937,0.03249,0.04214,0.05188,0.06216,0.07462,0.09087,0.1143,0.1551,0.3571
SLV,El Salvador,LAC,3,2008,2008,,FALSE,TRUE,0.530773513,1.9,288.727508040518,0.06746,0.01778,0.007059,0.02347,0.4689,189.6,0.3828,,6.13,0.01702,0.02934,0.03919,0.04921,0.05997,0.07324,0.09106,0.1165,0.1633,0.3612
SLV,El Salvador,LAC,3,2009,2009,,FALSE,TRUE,0.530773513,1.9,278.734139421182,0.06604,0.01737,0.006841,0.02298,0.4583,191.9,0.3641,,6.16,0.01789,0.03075,0.04118,0.05126,0.06267,0.07515,0.09087,0.1138,0.1567,0.3598
SLV,El Salvador,LAC,3,2010,2010,,FALSE,TRUE,0.530773513,1.9,275.9050518867,0.05502,0.01404,0.005546,0.01824,0.4351,196.7,0.327,,6.18,0.01931,0.03213,0.04271,0.05351,0.06503,0.07851,0.09572,0.1192,0.1615,0.3323
SLV,El Salvador,LAC,3,2011,2011,,FALSE,TRUE,0.530773513,1.9,269.361371377591,0.04544,0.01066,0.003788,0.01329,0.4232,193.4,0.3055,,6.21,0.02116,0.03469,0.04497,0.05533,0.06609,0.07857,0.09517,0.1175,0.159,0.3275
SLV,El Salvador,LAC,3,2012,2012,,FALSE,TRUE,0.530773513,1.9,278.738027902452,0.04101,0.009559,0.003492,0.01196,0.4183,203.3,0.2997,,6.24,0.02163,0.03563,0.04568,0.05616,0.06699,0.07951,0.09504,0.1175,0.156,0.3259
SLV,El Salvador,LAC,3,2013,2013,,FALSE,TRUE,0.530773513,1.9,307.460849215009,0.03222,0.007373,0.002632,0.009232,0.4336,219.1,0.3234,,6.27,0.02115,0.03427,0.04413,0.05437,0.06534,0.07724,0.09294,0.1142,0.154,0.3424
SLV,El Salvador,LAC,3,2014,2014,,FALSE,TRUE,0.530773513,1.9,300.062262296879,0.02972,0.006408,0.002255,0.007879,0.4156,218.2,0.2938,,6.3,0.02207,0.03561,0.04581,0.05591,0.06706,0.07956,0.09543,0.1184,0.1586,0.3215
SLV,El Salvador,LAC,3,2015,2015,,FALSE,TRUE,0.530773513,1.9,308.737737791885,0.01925,0.003959,0.001303,0.004978,0.4055,228,0.2783,,6.33,0.02382,0.03732,0.04723,0.05733,0.06804,0.08041,0.09615,0.118,0.1535,0.3183
SLV,El Salvador,LAC,3,2016,2016,,FALSE,TRUE,0.530773513,1.9,311.171186612841,0.02249,0.004964,0.001716,0.006233,0.3998,236.7,0.2737,,6.36,0.02284,0.03661,0.04738,0.05826,0.06961,0.08266,0.09844,0.1204,0.1573,0.3065
SLV,El Salvador,LAC,3,2017,2017,,FALSE,TRUE,0.530773513,1.9,312.420123518371,0.01868,0.003986,0.001331,0.004964,0.3801,243.6,0.2461,,6.39,0.02467,0.03931,0.04963,0.0604,0.07199,0.08475,0.1006,0.1214,0.1559,0.2914
SLV,El Salvador,LAC,3,2018,2018,,FALSE,TRUE,0.530773513,1.9,336.512816030736,0.01462,0.003258,0.001137,0.004092,0.3862,261.1,0.2541,,6.42,0.02377,0.03827,0.04899,0.05967,0.0713,0.08413,0.09978,0.1215,0.1586,0.294
EST,Estonia,ECA,3,1993,1993,,FALSE,FALSE,0.608563436,1.9,337.207765608521,0.01324,0.00486,0.003659,0.003672,0.395,254.4,0.2692,0.3212,1.49,0.02498,0.03909,0.04912,0.05903,0.06968,0.08184,0.09667,0.1167,0.1495,0.3135
EST,Estonia,ECA,3,1995,1995,,FALSE,FALSE,0.608563436,1.9,277.226327307759,0.005684,0.00134,6.486e-4,0.001403,0.3006,241.4,0.1502,0.2714,1.44,0.03373,0.04701,0.05875,0.0699,0.0812,0.093410000000000007,0.1077,0.1262,0.155,0.2271
EST,Estonia,ECA,3,1998,1998,,FALSE,FALSE,0.608563436,1.9,356.646451038684,0.00153,2.759e-4,1.018e-4,3.388e-4,0.3764,272.1,0.2342,0.3238,1.39,0.02991,0.04,0.0498,0.0598,0.07052,0.08272,0.09771,0.1184,0.1535,0.2976
EST,Estonia,ECA,3,2000,2000,,FALSE,TRUE,0.608563436,1.9,327.396198346284,0.01373,0.002823,9.457e-4,0.003522,0.3578,262,0.2166,,1.4,0.02681,0.04251,0.05321,0.06339,0.07421,0.08639,0.1011,0.121,0.1551,0.2763
EST,Estonia,ECA,3,2001,2001,,FALSE,TRUE,0.608563436,1.9,317.870877448634,0.01168,0.002875,0.001188,0.003844,0.3601,250,0.2186,,1.39,0.02739,0.04295,0.05303,0.06259,0.07317,0.08535,0.1002,0.1212,0.1551,0.279
EST,Estonia,ECA,3,2002,2002,,FALSE,TRUE,0.608563436,1.9,324.84250629796003,0.01321,0.002997,0.001187,0.003918,0.3579,257.2,0.2171,,1.38,0.02707,0.04204,0.053,0.06349,0.07384,0.08568,0.1016,0.1225,0.1577,0.2731
EST,Estonia,ECA,3,2003,2003,,FALSE,TRUE,0.608563436,1.9,329.252354488406,0.01142,0.002128,7.122e-4,0.002683,0.3491,268.2,0.2082,,1.37,0.02641,0.04295,0.05425,0.06518,0.07619,0.08842,0.1035,0.1221,0.1526,0.2684
EST,Estonia,ECA,3,2003,2003,,FALSE,TRUE,0.608563436,1.9,425.266889656795,0.02509,0.01286,0.00915,0.01594,0.372,333.4,0.2746,,1.37,0.02034,0.04108,0.05447,0.06493,0.07371,0.08394,0.09869,0.1212,0.1578,0.2839
EST,Estonia,ECA,3,2004,2004,,FALSE,TRUE,0.608563436,1.9,378.605197928625,0.005391,0.001261,4.971e-4,0.00165,0.3538,309.5,0.2131,,1.36,0.02708,0.04252,0.05412,0.06439,0.07561,0.08748,0.1017,0.1189,0.1545,0.2738
EST,Estonia,ECA,3,2004,2004,,FALSE,TRUE,0.608563436,1.9,462.522283012467,0.01079,0.005623,0.004208,0.005491,0.3356,377.2,0.2147,,1.36,0.02518,0.04607,0.05907,0.06862,0.0769,0.08733,0.1022,0.1221,0.1535,0.259
EST,Estonia,ECA,3,2005,2005,,FALSE,TRUE,0.608563436,1.9,535.43758864587,0.007859,0.003286,0.002175,0.002892,0.3345,431.5,0.2037,,1.35,0.02682,0.04672,0.05913,0.06829,0.07596,0.08707,0.102,0.1207,0.1516,0.2617
EST,Estonia,ECA,3,2006,2006,,FALSE,TRUE,0.608563436,1.9,623.474772158607,0.007571,0.004516,0.003567,0.005815,0.3367,505.8,0.2149,,1.35,0.02775,0.04773,0.05908,0.06694,0.07571,0.0868,0.1004,0.1186,0.1484,0.2686
EST,Estonia,ECA,3,2007,2007,,FALSE,TRUE,0.608563436,1.9,701.583718326429,0.004253,0.002628,0.002145,0.003343,0.3118,585.4,0.1783,,1.34,0.02991,0.04971,0.06106,0.06902,0.07816,0.08937,0.1044,0.1252,0.1529,0.2403
EST,Estonia,ECA,3,2008,2008,,FALSE,TRUE,0.608563436,1.9,725.705073962694,0.003862,0.002398,0.002032,0.00194,0.3192,601.1,0.1871,,1.34,0.029,0.04886,0.06051,0.0692,0.07721,0.08865,0.1033,0.1226,0.1513,0.2493
EST,Estonia,ECA,3,2009,2009,,FALSE,TRUE,0.608563436,1.9,683.273938808199,0.00555,0.00253,0.001641,0.003022,0.3144,573.7,0.1804,,1.33,0.02816,0.04854,0.06135,0.07114,0.07995,0.08924,0.1027,0.1225,0.1522,0.2443
EST,Estonia,ECA,3,2010,2010,,FALSE,TRUE,0.608563436,1.9,642.289257280093,0.007612,0.004233,0.002953,0.005303,0.32,544.1,0.1948,,1.33,0.02542,0.04648,0.06057,0.07196,0.08067,0.08972,0.1041,0.1241,0.1542,0.2428
EST,Estonia,ECA,3,2011,2011,,FALSE,TRUE,0.608563436,1.9,665.736464324608,0.009796,0.005624,0.004357,0.005512,0.3249,547.3,0.2008,,1.33,0.02596,0.04704,0.06007,0.07033,0.07792,0.08828,0.1037,0.1241,0.155,0.2476
EST,Estonia,ECA,3,2012,2012,,FALSE,TRUE,0.608563436,1.9,704.057724561612,0.007252,0.003815,0.00291,0.005488,0.3292,575.8,0.201,,1.32,0.02606,0.04721,0.05953,0.06899,0.0768,0.08778,0.1028,0.1235,0.1554,0.2519
EST,Estonia,ECA,3,2013,2013,,FALSE,TRUE,0.608563436,1.9,766.814400511603,0.008597,0.006232,0.005255,0.005668,0.3508,605.2,0.2339,,1.32,0.02352,0.04451,0.05686,0.06544,0.07347,0.08597,0.1023,0.1234,0.1584,0.2661
EST,Estonia,ECA,3,2014,2014,,FALSE,TRUE,0.608563436,1.9,828.459151360228,0.007602,0.004871,0.004219,0.00349,0.3459,660.7,0.2262,,1.31,0.02395,0.04567,0.0575,0.06544,0.0739,0.08696,0.1026,0.1229,0.1583,0.2627
EST,Estonia,ECA,3,2015,2015,,FALSE,TRUE,0.608563436,1.9,885.825529284821,0.006,0.004042,0.003284,0.002742,0.3267,722.6,0.197,,1.32,0.026950000000000002,0.04771,0.05891,0.06656,0.07538,0.08876,0.1052,0.1264,0.16,0.2442
EST,Estonia,ECA,3,2016,2016,,FALSE,TRUE,0.608563436,1.9,942.072558561607,0.004701,0.003121,0.002707,0.001975,0.312,787.9,0.1792,,1.32,0.02869,0.04968,0.05995,0.06707,0.07677,0.09123,0.1079,0.1279,0.1597,0.2311
EST,Estonia,ECA,3,2017,2017,,FALSE,TRUE,0.608563436,1.9,996.066846180734,0.002687,0.00179,0.001449,0.003316,0.3036,846,0.1648,,1.32,0.03043,0.05022,0.06048,0.06789,0.07824,0.0919,0.1086,0.1287,0.1587,0.2249
SWZ,Eswatini,SSA,3,1994,1994.83,,FALSE,FALSE,4.049068841,1.9,46.5971261285084,0.8166,0.5104,0.3693,1.02,0.6045,23.49,0.6926,0.5504,0.93,0.008705,0.0167,0.02475,0.03379,0.0444,0.05744,0.07454,0.0995,0.1449,0.4953
SWZ,Eswatini,SSA,3,2000,2000.92,,FALSE,TRUE,4.049068841,1.9,110.847354195962,0.4844,0.1749,0.08343,0.2465,0.5311,60.15,0.4783,,1.01,0.01834,0.02698,0.03398,0.04124,0.04911,0.05971,0.07514,0.1002,0.154,0.4413
SWZ,Eswatini,SSA,3,2009,2009.25,,FALSE,TRUE,4.049068841,1.9,117.235194892703,0.4203,0.1664,0.08694,0.2485,0.5145,68.63,0.4633,,1.06,0.01479,0.02519,0.03335,0.04207,0.05258,0.0657,0.08523,0.1137,0.1675,0.3999
SWZ,Eswatini,SSA,3,2016,2016.17,,FALSE,TRUE,4.049068841,1.9,177.047850811981,0.2843,0.09466,0.04366,0.1316,0.5458,92.85,0.5219,,1.11,0.01407,0.02292,0.03013,0.03762,0.04707,0.06007,0.0778,0.1079,0.1752,0.4273
ETH,Ethiopia,SSA,3,1995,1995.25,,FALSE,TRUE,5.438613626,1.9,61.5721048649461,0.711,0.2946,0.1523,0.4311,0.4456,41.03,0.3411,,57.05,0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
ETH,Ethiopia,SSA,3,1999,1999.5,,FALSE,TRUE,5.438613626,1.9,60.5297863179698,0.6125,0.1904,0.07932,0.2526,0.2998,50.64,0.15,,66.22,0.0385,0.05271,0.06168,0.07066,0.07897,0.08865,0.09983,0.1149,0.1392,0.2548
ETH,Ethiopia,SSA,3,2004,2004.5,,FALSE,TRUE,5.438613626,1.9,80.826256856967,0.3724,0.08697,0.02855,0.1071,0.2981,68.19,0.1499,,74.24,0.04066,0.05308,0.06109,0.06935,0.07936,0.08949,0.1001,0.1137,0.1368,0.2564
ETH,Ethiopia,SSA,3,2010,2010.5,,FALSE,TRUE,5.438613626,1.9,87.5675831899519,0.3353,0.0904,0.03675,0.1199,0.3317,71.44,0.1871,,87.64,0.03179,0.04846,0.05862,0.06749,0.07684,0.08661,0.09835,0.1151,0.1427,0.274
